Date,Saturn Longitude,Pluto Longitude,Angle Difference
1939-04-23,22.487425820952573,119.24660076903677,263.2408250519158
1939-04-24,22.61264071451138,119.25152215998256,263.36111855452884
1939-04-25,22.73761690418698,119.25686635184651,263.48075055234045
1939-04-26,22.862330006308436,119.2626254230863,263.59970458322215
1939-04-27,22.986758223827984,119.26879327678876,263.71796494703926
1939-04-28,23.11088355650222,119.2753668796325,263.8355166768697
1939-04-29,23.23469214106906,119.28234666582429,263.9523454752448
1939-04-30,23.358173498800497,119.28973588800395,264.06843761079654
1939-05-01,23.4813188210494,119.29753905954911,264.1837797615003
1939-05-02,23.60411882726096,119.30576000297665,264.2983588242843
1939-05-03,23.726561938390315,119.31440022742672,264.4121617109636
1939-05-04,23.848633359438384,119.32345818795996,264.5251751714784
1939-05-05,23.970315229869357,119.3329295626129,264.63738566725647
1939-05-06,24.091587558228348,119.34280824043061,264.7487793177977
1939-05-07,24.212429410108893,119.35308750515487,264.859341904954
1939-05-08,24.3328199217169,119.36376101560951,264.9690589061074
1939-05-09,24.452738933028083,119.3748233881444,265.0779155448837
1939-05-10,24.572167265675347,119.38627043968796,265.18589682598736
1939-05-11,24.691086770752197,119.3980991960248,265.29298757472736
1939-05-12,24.809480260355596,119.41030780460352,265.3991724557521
1939-05-13,24.92733141444485,119.4228954196893,265.50443599475557
1939-05-14,25.04462469562979,119.4358620958696,265.6087625997602
1939-05-15,25.1613452321865,119.44920866595336,265.71213656623314
1939-05-16,25.27747853297722,119.46293643193788,265.81454210103936
1939-05-17,25.393009871998327,119.47704652285061,265.9159633491477
1939-05-18,25.507923308819816,119.49153883712397,266.01638447169586
1939-05-19,25.622200599560614,119.50641083703533,266.1157897625253
1939-05-20,25.73582048873249,119.52165667319626,266.2141638155362
1939-05-21,25.84875891374494,119.53726720544788,266.31149170829707
1939-05-22,25.960990311057827,119.5532311465512,266.4077591645066
1939-05-23,26.07248970773488,119.56953704962449,266.5029526581104
1939-05-24,26.183234863734278,119.58617542000034,266.59705944373394
1939-05-25,26.293207684748094,119.6031401656789,266.6900675190692
1939-05-26,26.40239443236049,119.6204288981202,266.78196553424027
1939-05-27,26.510784769650748,119.63804209754174,266.872742672109
1939-05-28,26.618370068557045,119.65598156842219,266.96238850013486
1939-05-29,26.725141541034922,119.67424873034443,267.05089281069047
1939-05-30,26.831088680347982,119.69284322291111,267.1382454574369
1939-05-31,26.936198333518774,119.7117621355294,267.22443619798935
1939-06-01,27.040454514585466,119.73099993565275,267.30945457893273
1939-06-02,27.143838892959995,119.7505490462953,267.3932898466647
1939-06-03,27.246331717046754,119.77040079814178,267.47593091890496
1939-06-04,27.34791283007742,119.7905464520768,267.5573663780006
1939-06-05,27.448562493284772,119.81097799993165,267.63758449335313
1939-06-06,27.548261873256454,119.83168862214134,267.7165732511151
1939-06-07,27.6469932297092,119.85267283305832,267.79432039665085
1939-06-08,27.74473991504774,119.87392644411487,267.8708134709329
1939-06-09,27.841486269021818,119.89544642270867,267.94603984631317
1939-06-10,27.937217449745738,119.91723069256992,268.01998675717584
1939-06-11,28.03191922505607,119.93927790867764,268.09264131637843
1939-06-12,28.12557772825323,119.96158719976098,268.16399052849226
1939-06-13,28.218179105604115,119.9841578063101,268.234021299294
1939-06-14,28.30970889200406,120.00698842817732,268.30272046382674
1939-06-15,28.40015104120278,120.03007617672631,268.37007486447646
1939-06-16,28.48948683534221,120.05341535078033,268.43607148456186
1939-06-17,28.577694292748326,120.07699664597314,268.50069764677517
1939-06-18,28.664748754178635,120.10080751910509,268.56394123507357
1939-06-19,28.75062486293293,120.12483396856437,268.62579089436855
1939-06-20,28.835299338565388,120.14906318683165,268.68623615173374
1939-06-21,28.91875334210875,120.17348590152488,268.74526744058386
1939-06-22,29.00097335082541,120.19809733284517,268.8028760179802
1939-06-23,29.081950228797893,120.22289641714113,268.85905381165674
1939-06-24,29.16167710255174,120.24788386820309,268.91379323434865
1939-06-25,29.240147072627423,120.273060084984,268.9670869876434
1939-06-26,29.317351566752293,120.29842368261333,269.018927884139
1939-06-27,29.39327956420624,120.32397086031612,269.0693087038901
1939-06-28,29.467917514903764,120.3496954311415,269.11822208376225
1939-06-29,29.54124970261071,120.37558924287607,269.1656604597346
1939-06-30,29.613258907953355,120.40164287760409,269.21161603034926
1939-07-01,29.683927260893604,120.4278465119572,269.25608074893637
1939-07-02,29.753237086490955,120.45419076113251,269.29904632535846
1939-07-03,29.821171522524363,120.48066728000181,269.34050424252257
1939-07-04,29.887714808912563,120.50726903271924,269.3804457761933
1939-07-05,29.952852337869878,120.5339903037211,269.4188620341488
1939-07-06,30.016570612872087,120.5608266078385,269.4557440050336
1939-07-07,30.07885716463939,120.58777456159174,269.49108260304763
1939-07-08,30.1397003647047,120.61483164987368,269.52486871483103
1939-07-09,30.19908910126455,120.64199587762059,269.55709322364396
1939-07-10,30.257012376441388,120.66926534590722,269.58774703053416
1939-07-11,30.3134588691826,120.69663779990645,269.61682106927617
1939-07-12,30.36841637020312,120.72411002643541,269.6443063437677
1939-07-13,30.42187096318196,120.75167694957527,269.6701940136067
1939-07-14,30.473806117273277,120.77933057784404,269.6944755394293
1939-07-15,30.524202324491736,120.80705942675056,269.71714289774116
1939-07-16,30.573038048317553,120.8348492223526,269.7381888259649
1939-07-17,30.620292184334396,120.86268511994469,269.75760706438973
1939-07-18,30.665947199440687,120.89055468077174,269.7753925186689
1939-07-19,30.709991409423402,120.91845008125459,269.7915413281688
1939-07-20,30.75241914862083,120.9463683136234,269.80605083499745
1939-07-21,30.79322877375095,120.9743092536588,269.81891952009215
1939-07-22,30.83241965156646,121.00227274373667,269.83014690782977
1939-07-23,30.869989639581192,121.03025643440176,269.8397332051794
1939-07-24,30.905933931371997,121.05825597710586,269.84767795426615
1939-07-25,30.940245140768912,121.08626698875695,269.85397815201196
1939-07-26,30.97291396370866,121.11428463719618,269.85862932651247
1939-07-27,31.003929891508008,121.1423009159251,269.8616289755829
1939-07-28,31.033281870024023,121.17030502928411,269.8629768407399
1939-07-29,31.06095898845823,121.19828590417725,269.86267308428097
1939-07-30,31.086951149584838,121.22623370680847,269.8607174427764
1939-07-31,31.11124952506409,121.25414027867198,269.8571092463921
1939-08-01,31.133846684041377,121.28199906959884,269.85184761444253
1939-08-02,31.1547365057049,121.30980488605809,269.8449316196468
1939-08-03,31.17391407628663,121.33755366960037,269.83636040668625
1939-08-04,31.1913756082707,121.36524232239351,269.8261332858772
1939-08-05,31.207118249760438,121.39286845331586,269.8142497964446
1939-08-06,31.221139680438707,121.42042991891245,269.80070976152626
1939-08-07,31.233437578122363,121.44792425588655,269.78551332223583
1939-08-08,31.244009113694833,121.47534813154752,269.7686609821473
1939-08-09,31.252850481721698,121.50269681966363,269.7501536620581
1939-08-10,31.259956354494356,121.52996354985537,269.729992804639
1939-08-11,31.265319345581364,121.55713881729801,269.7081805282834
1939-08-12,31.26893002314909,121.5842101945112,269.68471982863787
1939-08-13,31.270778170087063,121.6111633531597,269.6596148169274
1939-08-14,31.270855407679107,121.63798445662907,269.63287095105005
1939-08-15,31.269158238428734,121.66466304263409,269.60449519579464
1939-08-16,31.26568987846006,121.69119382224206,269.574496056218
1939-08-17,31.260459693797678,121.71757623219726,269.5428834616004
1939-08-18,31.25348043340566,121.74381192031534,269.50966851309033
1939-08-19,31.244764764204053,121.76990159914897,269.47486316505507
1939-08-20,31.234322845543357,121.79584293547958,269.4384799100638
1939-08-21,31.22216175563328,121.82163020371186,269.4005315519214
1939-08-22,31.208286334195563,121.84725525608383,269.36103107811175
1939-08-23,31.192700421348714,121.872708783722,269.3199916376267
1939-08-24,31.17540777766146,121.8979812168184,269.2774265608431
1939-08-25,31.156412628961483,121.92306322457121,269.2333494043903
1939-08-26,31.135720106168257,121.9479461155111,269.18777399065715
1939-08-27,31.113336693454972,121.9726222616336,269.1407144318214
1939-08-28,31.089270546244485,121.9970853894915,269.092185156753
1939-08-29,31.06353153233195,122.02133059889682,269.04220093343514
1939-08-30,31.03613106952848,122.04535415718206,268.9907769123464
1939-08-31,31.007081941661355,122.06915326629596,268.9379286753654
1939-09-01,30.97639814222424,122.09272585183221,268.88367229039204
1939-09-02,30.94409461594753,122.11607024263711,268.8280243733104
1939-09-03,30.910186778875122,122.1391846442862,268.7710021345889
1939-09-04,30.87468991963332,122.16206648194287,268.71262343769047
1939-09-05,30.837618689920564,122.18471182684985,268.6529068630707
1939-09-06,30.798986785410335,122.20711499286759,268.59187179254275
1939-09-07,30.758806751940238,122.22926822298807,268.5295385289522
1939-09-08,30.717089955060295,122.25116151955568,268.4659284355046
1939-09-09,30.673847070653487,122.27278296192513,268.40106410872835
1939-09-10,30.62908955561393,122.2941199898366,268.3349695657773
1939-09-11,30.582832059354097,122.3151616423649,268.2676704169892
1939-09-12,30.535094853177057,122.33590086866009,268.19919398451697
1939-09-13,30.485904869866793,122.35633556588509,268.1295693039817
1939-09-14,30.43529445600633,122.3764674786581,268.05882697734825
1939-09-15,30.383298263381224,122.39629938608735,267.9869988772939
1939-09-16,30.329949842652834,122.41583206620429,267.91411777644856
1939-09-17,30.27527959122283,122.43506259723671,267.84021699398613
1939-09-18,30.2193146915122,122.45398456038747,267.76533013112476
1939-09-19,30.162080447771178,122.4725895038566,267.68949094391456
1939-09-20,30.103601860725536,122.4908685336272,267.61273332709834
1939-09-21,30.043904655553508,122.50881331263415,267.5350913429194
1939-09-22,29.983015704132097,122.52641642768225,267.4565992764499
1939-09-23,29.920963193774856,122.54367152229592,267.37729167147893
1939-09-24,29.85777679492886,122.56057345052999,267.2972033443989
1939-09-25,29.79348780555758,122.57711839798837,267.21636940756923
1939-09-26,29.728129140160927,122.59330385917978,267.13482528098115
1939-09-27,29.661735152810813,122.60912843793098,267.05260671487986
1939-09-28,29.59434138639791,122.62459156671382,266.9697498196841
1939-09-29,29.525984272519555,122.63969317783561,266.88629109468394
1939-09-30,29.456700705431093,122.65443324283191,266.80226746259916
1939-10-01,29.38652745108188,122.66881112953087,266.717716321551
1939-10-02,29.31550052178195,122.68282491493457,266.6326756068474
1939-10-03,29.243654751930436,122.69647087564545,266.547183876285
1939-10-04,29.1710237140857,122.70974330193786,266.46128041214786
1939-10-05,29.09763995750606,122.72263462313225,266.3750053343738
1939-10-06,29.02353554726588,122.7351358345408,266.2883997127251
1939-10-07,28.948743024625156,122.74723735193132,266.2015056726938
1939-10-08,28.873296912783236,122.75893042573594,266.1143664870473
1939-10-09,28.797235552350614,122.77020889867995,266.02702665367065
1939-10-10,28.720602493629162,122.7810705872665,265.9395319063627
1939-10-11,28.643446511841134,122.79151737433769,265.8519291375035
1939-10-12,28.565819815724186,122.80155362297609,265.7642661927481
1939-10-13,28.487775045593214,122.81118350060093,265.6765915449923
1939-10-14,28.409362414432316,122.8204085101582,265.58895390427415
1939-10-15,28.33062825896876,122.82922639334384,265.5014018656249
1939-10-16,28.25161537856406,122.83763173893533,265.4139836396287
1939-10-17,28.172364548861186,122.84561762698439,265.3267469218768
1939-10-18,28.0929161652162,122.85317729475125,265.239738870465
1939-10-19,28.013311296574052,122.86030516000646,265.15300613656757
1939-10-20,27.933592040266927,122.86699713821146,265.0665949020555
1939-10-21,27.853801498514066,122.8732505786997,264.9805509198144
1939-10-22,27.773983683542387,122.87906415752552,264.89491952601685
1939-10-23,27.69418345091485,122.88443779853961,264.8097456523752
1939-10-24,27.61444641945426,122.88937258476233,264.7250738346919
1939-10-25,27.534818809982482,122.89387059108863,264.64094821889387
1939-10-26,27.45534717694525,122.89793461109538,264.55741256584986
1939-10-27,27.376077987332184,122.90156773143941,264.47451025589277
1939-10-28,27.29705702195508,122.90477270563487,264.39228431632023
1939-10-29,27.218328650013135,122.90755117925345,264.3107774707597
1939-10-30,27.139935201353367,122.90990297238676,264.2300322289666
1939-10-31,27.061916697516974,122.91182569188169,264.1500910056353
1939-11-01,26.984311118389385,122.91331487244649,264.07099624594287
1939-11-02,26.907155187989392,122.91436464483114,263.99279054315826
1939-11-03,26.830485526838743,122.91496880866347,263.91551671817524
1939-11-04,26.754339994009822,122.91512212890079,263.83921786510905
1939-11-05,26.67875900696496,122.91482164356526,263.7639373633997
1939-11-06,26.60378650719762,122.91406766880998,263.68971883838765
1939-11-07,26.529470118162475,122.91286402963276,263.6166060885297
1939-11-08,26.455860155065537,122.9112172326075,263.544642922458
1939-11-09,26.383007571542716,122.90913464956392,263.4738729219788
1939-11-10,26.310961488775746,122.9066223523987,263.4043391363771
1939-11-11,26.23976725575568,122.9036835004678,263.33608375528786
1939-11-12,26.16946576561865,122.9003179344193,263.26914783119935
1939-11-13,26.100094109726488,122.89652303236281,263.2035710773637
1939-11-14,26.031687048562155,122.89229526514262,263.13939178341957
1939-11-15,25.96427851369028,122.88763170973876,263.0766468039515
1939-11-16,25.897902601091694,122.88253099732994,263.01537160376176
1939-11-17,25.832593924333214,122.87699360781248,262.95560031652076
1939-11-18,25.768387528692635,122.87102172089077,262.89736580780186
1939-11-19,25.70531864760364,122.86461892281854,262.8406997247851
1939-11-20,25.64342247403222,122.85778993477317,262.78563253925904
1939-11-21,25.58273399350795,122.8505404124987,262.73219358100926
1939-11-22,25.52328782800277,122.8428767694869,262.68041105851586
1939-11-23,25.46511799559321,122.8348059262825,262.6303120693107
1939-11-24,25.40825748056625,122.82633485563562,262.5819226249306
1939-11-25,25.352737568088106,122.81746987893668,262.5352676891514
1939-11-26,25.298587056397757,122.80821578653472,262.49037126986303
1939-11-27,25.24583162927508,122.79857507494363,262.4472565543315
1939-11-28,25.194493757318767,122.78854766649202,262.4059460908268
1939-11-29,25.144593385469367,122.7781314274146,262.36646195805474
1939-11-30,25.096149352078765,122.76732344004348,262.3288259120353
1939-12-01,25.049181176445245,122.75612171015327,262.293059466292
1939-12-02,25.00371065674176,122.74452675352147,262.2591839032203
1939-12-03,24.959762757935323,122.73254253354095,262.2272202243944
1939-12-04,24.917365508902048,122.72017646281152,262.19718904609056
1939-12-05,24.876548927770518,122.70743847697348,262.169110450797
1939-12-06,24.837343273247686,122.6943394801814,262.14300379306627
1939-12-07,24.79977710383249,122.68088963263651,262.118887471196
1939-12-08,24.763875667356178,122.66709696855642,262.09677869879977
1939-12-09,24.729660039174366,122.65296673915157,262.0766933000228
1939-12-10,24.697147193864573,122.63850164041891,262.0586455534457
1939-12-11,24.666350875864392,122.62370276584967,262.04264811001474
1939-12-12,24.63728288706144,122.60857092063199,262.02871196642946
1939-12-13,24.60995432061351,122.59310782783979,262.0168464927737
1939-12-14,24.58437638927876,122.57731689293051,262.00705949634823
1939-12-15,24.560560741904318,122.56120343882681,261.99935730307755
1939-12-16,24.53851937640981,122.54477451784095,261.99374485856885
1939-12-17,24.518264362762444,122.5280385502795,261.99022581248295
1939-12-18,24.49980753688877,122.51100492595856,261.9888026109302
1939-12-19,24.48316024856308,122.49368369586587,261.9894765526972
1939-12-20,24.468333148599672,122.47608531154582,261.99224783705387
1939-12-21,24.455335948735097,122.45822035347756,261.9971155952575
1939-12-22,24.444177050387683,122.4400991206357,262.004077929752
1939-12-23,24.434862954339607,122.4217309716772,262.0131319826624
1939-12-24,24.42739751266606,122.40312346361542,262.02427404905063
1939-12-25,24.421781311662453,122.38428156032427,262.0374997513382
1939-12-26,24.418011684289105,122.36520744001908,262.05280424427
1939-12-27,24.41608374002872,122.34590130921997,262.07018243080876
1939-12-28,24.41599237265587,122.32636324686928,262.0896291257866
1939-12-29,24.417734591569,122.30659544683796,262.11113914473106
1939-12-30,24.421311200783535,122.28660390989545,262.13470729088806
1939-12-31,24.4267270506397,122.26639879318336,262.16032825745634
